name,protein,carbohydrate,fat,sugars,fibres,fa_saturated,fa_mono,fa_poly,cholesterol,salt,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,sodium,zinc,retinol,beta_carotene,vitamin_d,vitamin_e,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12
"Fish, white, without skin, cooked",22000,0,2060,0,0,420,610,450,63.2,880,29.8,0.049,0.37,26.8,0.024,189,293,350,0.57,0.00786,0.0015,0.00143,0.71,0.41,0.061,0.091,2.1,0.24,0.21,0.0153,0.00186
"Marine fish, white, without skin, cooked",22000,0,1900,0,0,350,600,430,60.9,960,27.3,0.049,0.37,26.5,0.014,188,291,386,0.56,0.00752,0.00175,0.00104,0.71,0.36,0.061,0.092,2.02,0.22,0.21,0.014,0.00191
Paëlla,7860,17100,4900,1200,1850,1280,1080,550,22.8,870,38.7,0.11,0.69,25.4,0.13,90,148,343,0.68,0.005,0.125,0.0005,1.3,1.95,0.073,0.45,2.6,0.42,0.12,0.0188,0.0011
Couscous w fish,7500,14200,1600,1700,1700,200,300,900,15.6,840,24,0.1,4.1,23,0.2,89,192,337,0.4,0.0009,1.02,0.0001,1.2,7.6,0.1,0.1,0,0.2,0.1,0.024,0.0005
Fish brandade or fish shepherd's pie,6390,8570,6150,1620,1100,3680,1740,460,31,810,46.8,1,1,17.1,1,90,190,323,1,0.016,0.05,0.0011,1.5,1,0.05,0.09,0.32,0.23,0.05,0.005,0.00036
Sushi or maki with seafood products,7750,22600,7600,4100,700,0,0,0,19,510,8.8,0.07,0.17,13,0.19,89,150,202,0.39,0.021,0.0421,0.0008,0.089,1.96,0.06,0.028,1.77,0.42,0.22,0.0148,0.00125
Vegetable terrine or mousse,4050,13000,9560,2400,2550,3430,4280,1430,1.75,1390,50.5,0,0.78,24,0,132,232,524,0.7,0.02,0,0.0002,2.11,2.16,2.82,1.34,3.98,0,0.36,0.11,0
Vegetable flan,4560,2700,18000,1390,2100,10900,4100,1010,153,1230,72,0.06,0.75,12,0.09,100,200,491,0.58,0.156,1.79,0.00025,1.36,0.5,0.1,0.18,0.7,0.44,0.073,0.0514,0.0006
"Haricot beans with tomato sauce, canned",4670,8830,400,1650,5500,160,0,0,0,930,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piperade, Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlics)",1100,5670,3800,4900,3400,2000,1330,300,2.09,760,7.6,0.05,0.24,7.9,0.08,14,190,300,0.09,0,1.45,0,1.3,12.2,0.029,0.016,0.62,0.071,0.063,0.011,0
"Vegetables pan-fried without mushrooms, frozen, raw",2600,3500,1770,1500,3600,400,520,140,0,1250,24.5,0,6,0,0,0,0,500,0,0,0,0,0,30.8,0,0,0,0,0,0,0
"Vegetables pan-fried or stir-fried, Asian-style, frozen, raw",3130,5830,3930,3100,2550,480,0,0,0,440,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grilled vegetables pan-fried, Mediterranean-style, frozen, raw",1610,5230,1770,2660,4140,140,660,900,0,250,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vegetables pan-fried with mushrooms (country-style), frozen",1890,1790,1210,1790,2940,220,240,98,0,350,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tofu, plain",9910,1780,5320,1600,650,660,1010,2580,0,350,80.2,0.23,2.9,134,0.89,143,170,139,1.66,0,0.025,0,0.6,0.1,0.071,0.063,0.22,0.092,0.059,0.0185,0
Soy burger or vegetable escalope,15500,8700,14700,2300,8800,650,5200,4600,3.16,1750,160,0.28,2.3,81,0.94,230,380,700,1.3,0.021,0.024,0.0005,0.2,2,0.13,0.06,0.65,0.34,0.08,0.0546,0.0004
"Sauerkraut, without garnish, drained",700,830,2250,550,3700,1150,30,130,0,1150,36.9,0.028,0.6,4.91,0.048,43,288,470,0.15,0,0,0,0.2,10,0.03,0.05,0.2,0,0.15,0.0103,0
Ratatouille cooked,1220,4320,3150,3910,2030,470,2080,460,0.07,940,16.4,0.074,0.38,18.6,0.13,22,295,369,0.17,0.01,0.373,0,1.56,25.2,0.03,0.03,0.56,0,0.04,0.018,0
Spinach w cream sauce,2160,1230,2470,960,2530,1550,510,290,0,590,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggplant au gratin (oven grilled),1950,5220,8680,3800,2350,1300,0,0,0,450,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dauphiné-style creamed potatoes ""au gratin""",2390,11400,3370,1220,1360,2460,590,140,14.3,880,38.6,0.044,0.32,13.8,0.079,95,219,348,0.29,0.049,0.011,0,0.24,3.1,0.02,0.081,0.94,0.24,0.04,0.007,0
Chicory w ham,5840,3330,5560,330,2100,2640,1400,220,23.7,690,77.2,0.1,0.38,18.2,0.1,159,104,276,0.6,0.0363,0.291,0.00024,0.13,3.44,0.24,0.13,1.61,0.28,0.12,0.0147,0.00024
Cauliflower au gratin (oven grilled),3000,5800,6500,1300,1300,4000,1310,160,15.3,1070,96.6,0.12,0.27,10.7,0.1,0,147,420,2.3,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables au gratin (oven grilled),3560,3080,7920,1890,2140,4040,2510,930,19.7,650,83.1,0.087,0.51,16.6,0.13,65.5,175,248,0.49,0.0269,0.567,0.000084,1.84,12.6,0.051,0.072,0.46,0.27,0.11,0.041,0.00012
"Riste (Eggplant, tomatoes, onions)",1050,10600,10400,5200,2600,2000,2630,5260,0,1190,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vegetable rosti, pre-fried, frozen",3290,6600,5440,3340,2610,1130,2240,1120,0,940,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vegetable rosti, pre-fried, frozen, cooked",3310,8450,5700,3000,2600,640,2410,2290,27.4,750,40,0.06,0.52,16,0.15,58,250,301,0.36,0.021,0.986,0.00025,2.63,1.23,0.19,0.11,0.1,0.31,0.088,0.0338,0.00018
"Sauerkraut, without garnish, drained, cooked",1380,100,6600,200,4500,2020,3120,1080,8.44,1260,43,0.05,0.3,6.8,0.09,15,83,505,0.15,0.021,0.005,0.00025,0.4,17.2,0.015,0.01,0.1,0.11,0.055,0.0191,0.000028
Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley),2500,11400,3640,4600,2900,580,2190,660,0,900,38,0.086,0.93,17.2,0.3,44,320,358,0.32,0,1.48,0,1.88,32,0.085,0.046,0.82,0.33,0.15,0.0303,0
Vegetable fritters,3740,14200,8980,2750,1940,1180,4960,2440,34,640,52.4,0.078,0.72,17.7,0.18,68.1,209,258,0.4,0.0201,0.197,0.00016,2.86,13.2,0.058,0.14,0.42,0.39,0.12,0.043,0.00014
Falafel,8250,18700,14400,1400,7700,1500,6400,5830,1.95,1600,57,0.3,2.1,51,0.93,180,390,640,1.3,0,0.035,0.00025,6.9,0.5,0.047,0.01,0.1,0.43,0.17,0.105,0
Vegetables au gratin (oven grilled) in bechamel sauce,3640,6740,6500,3200,1000,3480,2030,510,37,640,84,0.03,0.31,13,0.09,88,190,255,0.44,0.0552,0.609,0.00025,0.81,1.94,0.064,0.1,0.15,0.43,0.052,0.0244,0.00033
"Durum wheat, pre-cooked, cooked, in a microwaveable bag",4930,29500,4840,2210,2580,1110,0,0,0,1160,0,0,0,0,0,0,0,463,0,0,0,0,8.99,40,0.72,0.016,3,0,0.12,0.118,0
"Durum wheat pre-cooked, whole grain, cooked, to pan-fry",11100,67200,1590,2640,6280,690,0,0,0,1510,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ravioli filled with meat, in tomato sauce, canned",4220,11100,2830,2230,1410,1140,1210,480,41.4,960,25.3,0.074,1.09,13.8,0.24,60.9,169,382,0.49,0,0.15,0.00014,0.32,1.22,0.37,0.27,1.25,0.4,0.15,0.003,0
Lasagna or cannelloni with meat (bolognese sauce),6290,9480,5720,2840,1910,2550,1510,750,41,970,44.8,0.12,0.71,21,0.21,92,194,385,0.78,0.01,0.107,0.0002,0.5,3,0.04,0.13,1.26,0.31,0.13,0.0128,0.0006
"Bolognese-style pasta (spaghetti, tagliatelle…)",5320,8790,4070,2640,1900,1420,1340,770,11,830,14,0.08,0.79,19.6,0.15,58.3,176,329,0.9,0,0.15,0,1.31,4.22,0.05,0.05,1.1,0.4,0.14,0.00905,0.00032
Cantonese rice,5460,23600,4940,1280,1740,750,1340,1760,15.8,860,16.7,0.1,0.4,8.47,0.1,60.6,78,361,0.5,0.004,0.06,0.0005,0.91,0.97,0.12,0.051,1.1,0.18,0.085,0.033,0.00014
"Dumplings, steamed, with shrimps, cooked",5500,21900,5500,1040,3600,1550,2250,1380,52.3,960,31,0.04,0.57,12,0.045,65,56,383,0.31,0.021,0.005,0.00025,0.97,0.5,0.015,0.01,0.27,0.061,0.038,0.0245,0.00065
Pasta au gratin (oven grilled),7000,16400,6930,3080,1540,4010,1800,870,20.4,930,116,0.05,0.4,20,0.1,137,124,372,0.88,0.067,0,0.0003,0.34,1.1,0.09,0.13,0.64,0.28,0.06,0.006,0.00039
Lasagna or cannelloni with vegetables,2750,14800,4850,4750,2250,1500,2450,790,5,570,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carbonara-style pasta (spaghetti, tagliatelle…)",5910,17100,8700,1790,1180,4340,2710,690,25.9,860,36.1,0.08,0.45,14.6,0.15,86.2,87.1,347,1,0.0478,0.06,0.0001,1.19,0.82,0.13,0.08,1.9,0.3,0.06,0.00729,0.00011
Lasagna or cannelloni with fish,7280,11400,7100,2030,1680,2500,1880,1510,0,1020,63,0,0.41,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fresh pasta, stuffed with cheese (e.g. ravioli), cooked",5350,18700,3860,800,1200,1870,1040,520,36.2,530,72.3,0.3,0.48,16.2,0.2,88.5,47.9,212,0.7,0.0249,0.015,0.00005,0.1,0.2,0.029,0.047,0.29,0.27,0.04,0.00747,0.00018
Couscous with vegetables,4320,18000,2250,2540,2240,800,520,830,0,730,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), cooked",5810,23700,5600,2300,3200,2160,1890,1230,27.2,620,69,0.13,0.57,20,0.23,93,130,246,0.51,0.021,0.157,0.00025,0.64,0.5,0.07,0.07,1.32,0.45,0.058,0.00862,0.00025
"Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), raw",11400,42500,5790,3910,3150,2450,1940,1140,0,1280,37.5,0,0.72,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), cooked",6940,25100,4650,1000,2150,1650,1950,820,25.7,520,29,0.12,0.78,17.5,0.26,85.5,95,206,0.74,0.021,0.082,0.00038,0.28,0.5,0.19,0.049,0.51,0.32,0.051,0.0136,0.00057
"Fresh pasta, stuffed with cheese (e.g. ravioli), raw",11300,24100,7690,3830,2230,4280,2550,740,49,1130,141,1,1,21.7,1,165,112,458,1,0.023,0.05,0,0.1,0,0.07,0.13,0.26,0.47,0.05,0.0114,0.0006
"Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), raw",9980,42200,5690,3460,2870,2740,1170,1470,0,1070,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0
Noodles with shrimps sautéed/pan-fried,4880,12500,3400,1700,1600,1160,760,1180,25.7,840,22,0.07,0.5,19,0.19,54,100,334,0.42,0.021,0.38,0.00025,0.68,0.5,0.053,0.35,0.37,0.18,0.056,0.077,0.00021
"White rice, cooked, with chicken",4230,31500,3190,3480,990,520,0,0,0,780,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0
"White rice, cooked, with vegetables and meat",4610,28300,3570,1910,980,690,0,0,0,850,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0
"Risotto, w vegetables",4060,15500,5060,1720,820,2500,1570,770,0,570,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0
"Risotto, w seafood",5470,12500,6070,2020,1150,2920,0,0,0,850,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0
"Risotto, w cheeses",5650,30900,5160,580,700,2490,0,0,0,820,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ravioli filled with vegetables, in tomato sauce, canned",2880,13100,2450,2740,1700,480,980,980,2.74,760,15,0.11,1.1,16,0.15,32,280,300,0.21,0.021,1.17,0.00025,0.85,0.5,0.05,0.033,1.14,0.17,0.096,0.0142,0.000082
"Fresh pasta, stuffed with vegetables (e.g. ravioli), cooked",5190,20800,4900,1890,3700,1930,1630,1070,28.5,490,50,0.1,0.51,15,0.2,75,76,195,0.48,0.021,0.119,0.00025,0.81,0.5,0.057,0.066,0.24,0.32,0.038,0.0424,0.00049
"Pasta with cheese sauce (spaghetti, tagliatelle…)",7170,15900,7400,5850,1850,4350,0,0,0,800,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fresh pasta, stuffed with vegetables (e.g. ravioli), raw",9400,41400,5060,3140,3020,1740,0,0,0,810,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasta (e.g. ravioli), filled, cooked",5950,21600,4380,1090,1960,1810,1490,740,30.9,530,53.6,0.2,0.6,16.8,0.22,86.2,73.5,210,0.68,0.0171,0.0603,0.00011,0.28,0.23,0.094,0.051,0.43,0.3,0.045,0.0137,0.00036
"Vine leaf stuffed wih rice or dolmas, drained",2500,18600,6500,800,2600,850,2100,3240,0,1340,70,0.15,1.1,14,0.39,42,110,534,0.36,0,0.685,0.00025,2.48,0.5,0.018,0.01,0.1,0.12,0.042,0.0199,0
"Lasagna or cannelloni with vegetables, cooked",4380,11800,5900,4300,0,1910,2060,1540,11.2,600,76,0.1,0.62,20,0.21,85,240,238,0.54,0.021,0.531,0.00025,2.19,3.34,0.015,0.063,0.1,0.28,0.08,0.027,0.0002
"Lasagna or cannelloni with vegetables and goat cheese, cooked",7000,14000,10200,2300,1400,5230,3040,1130,25.6,850,32,0.03,0.18,6.5,0.08,40,59,340,0.23,0.054,0.235,0.00025,1.14,0.67,0.041,0.089,0.35,0.36,0.047,0.0395,0.00018
Lasagna or cannelloni with goat cheese and spinach,6100,15800,6600,3500,1870,3100,2460,660,0,990,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed potatoes w fresh tome cheese,8550,9500,12900,0,1550,9050,0,0,0,1010,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheese soufflé,10900,4750,13400,2150,1150,8150,4230,760,118,950,226,0.04,0.6,19.7,0.03,196,138,391,1.37,0.131,0.038,0.0005,0.6,1,0.05,0.24,0.53,0.58,0.06,0.0201,0.0006
Tartiflette (cheese fondue),4500,10400,6890,910,1670,2920,2500,550,18.2,800,74,0.05,0.26,14,0.06,95,270,322,0.57,0.0357,0.0165,0.00025,0.56,0.5,0.05,0.061,1.01,0.23,0.13,0.0334,0.0002
Small cheese chou-pastry puff,15300,19900,26400,770,1530,15700,7800,1620,213,900,400,0.14,1.18,24.3,0.15,297,122,361,2.26,0.272,0.116,0.00089,0.97,0,0.076,0.35,0.29,0.76,0.11,0.0374,0.00098
Savoy-style fondue (cheese wine and bread),16200,2600,17200,1100,0,12000,4340,420,73.6,1280,517,0.3,0.3,21.7,0.1,400,73,511,2,0.126,0,0.0005,0.35,0,0.04,0.21,0.08,0.12,0.065,0.016,0.00083
"Cheese and ham, breaded",17400,15300,14600,1500,1000,7150,4310,2380,31.9,2320,84.9,0.1,0.8,25.8,0.17,202,246,929,1.4,0.026,0.021,0.0005,4.1,1,0.087,0.12,5.7,0.55,0.25,0.02,0.00061
"Pizza, cheese and tomato or Margherita pizza",8930,29600,7640,2720,1670,3400,2450,1370,17.2,1240,239,0.097,1.14,22.9,0.25,286,170,493,1.52,0.064,0.097,0,1.29,5.5,0.24,0.17,1.3,0.21,0.086,0.04,0.00055
Quiche Lorraine (eggs and lardoons quiche),8960,21000,16800,2670,1290,8630,5780,1550,95.4,1280,116,0.047,0.63,17.8,0.097,145,164,503,0.8,0.0523,0,0.00121,1.55,0.71,0.12,0.16,0.47,0,0.095,0.0171,0.0003
"Crepe, filled with ham",6330,24300,4000,2470,1200,950,1720,1100,30,1040,41,0.1,0.73,16.9,0.22,74.6,220,236,0.88,0,0,0,0,0,0,0,0,0,0,0,0
"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",8830,19100,7500,1700,1550,3900,1850,490,15.2,1100,105,0.1,0.49,14.9,0.15,118,148,466,0.61,0.0174,0,0.00073,1.24,1.59,0.19,0.19,0,0,0.11,0.0304,0.00034
"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",4830,20700,5020,2700,1320,920,0,0,0,990,59.5,0,0.3,14,0,0,260,333,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables tart,5000,21800,11700,3200,1700,6000,4280,910,0,980,104,0.058,0,13.9,0.13,0,242,392,0.62,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, ham and cheese",10300,28000,6690,2910,2340,3200,2180,1000,20.3,1500,174,0.1,0.7,24.4,0.2,170,234,608,1.4,0.043,0.1,0.0005,1.1,1.45,0.18,0.12,1.9,0.37,0.2,0.017,0.00046
Cheese tart,10300,20700,18000,1630,1570,9930,6450,1430,59.1,1070,180,0,0.54,16,0,151,110,427,0,0.0662,0,0.00106,1.34,0.21,0.05,0.16,0,0,0.07,0.0137,0.00046
Provencal-style tart,5440,20600,14300,3230,5300,4150,5390,1750,45.4,800,62.5,0.1,0.63,14.5,0.2,80.8,140,293,0.5,0.0375,0,0.00095,1.54,4.25,0.05,0.1,0,0,0.1,0.0147,0.00022
"Pizza, bolognese-style w meat",10300,27200,8030,2940,2160,2850,3550,1440,19,1320,144,0.21,1.36,27,0.32,211,189,534,1.87,0.061,0.092,0,0.92,4.2,0.25,0.21,2.16,0.44,0.14,0.029,0.0008
Burritos,8000,14300,8500,1900,1900,4330,2930,870,29.1,750,88,0.07,1.1,20,0.14,170,260,299,1.8,0.021,0.47,0.0005,0.58,6.5,0.098,0.07,1.7,0.26,0.11,0.0149,0.00136
Fajitas,12700,16000,4500,2200,1400,1960,1530,780,30.6,890,77,0.06,0.55,23,0.14,210,280,357,0.66,0.021,0.385,0.0005,0.93,19.6,0.12,0.06,3.48,0.57,0.24,0.0234,0.00042
"Pizza, chorizo or salami",10400,26500,10700,3290,2040,4550,4280,1260,5,1540,135,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, seafood",10300,24600,6650,1500,500,2500,2090,1770,0,1250,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, salmon",10100,26700,8780,3040,2310,2900,3370,1770,25.3,1220,110,0.09,0.54,22,0.28,160,190,492,0.84,0.0354,0.144,0.00079,1.68,0.5,0.1,0.057,1.28,0.26,0.093,0.015,0.0006
"Pizza, goat cheese and lardoons",10700,26900,9960,3170,2360,4830,3430,1040,0,1490,136,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, vegetables or pizza 4 seasons",8480,25700,8000,3620,2810,3100,2370,1100,19,1100,120,0.1,0.61,20,0.25,130,200,439,0.92,0.0297,0.153,0.00025,0.73,1.52,0.09,0.09,0.54,0.29,0.099,0.0258,0.0003
"Pizza, cheese and mushrooms",7800,31600,6100,1900,2400,2100,0,0,0,1130,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, four cheeses",11100,26700,9850,3560,2310,5390,3110,920,28.5,1350,267,0,0.81,22,0,176,141,548,0,0.046,0,0.00005,1.08,3.64,0.14,0.14,0,0,0.15,0.0529,0.00028
Pizza (average),10200,26800,8210,3210,2270,3870,2730,1050,20.6,1340,195,0,0.77,22.1,0,180,188,538,0,0.0412,0,0.00016,1.11,3.35,0.17,0.13,0,0,0.15,0.0349,0.00039
"Pizza, onion anchovy and black olives",6400,33800,13100,2900,2500,1500,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onion tart,7000,23500,17200,5630,1900,7500,0,0,0,870,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, ham cheese and mushrooms",9540,25700,6660,3160,2300,2910,2430,960,15.6,1300,155,0.1,0.7,20.1,0.25,174,211,524,1.16,0.0275,0,0.0005,1.18,4.84,0.19,0.14,1.84,0.57,0.17,0.031,0.00038
"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",6340,19700,5750,4310,1050,2020,2350,1060,37.3,920,87.5,0,0.35,18.6,0,162,118,404,0,0.0339,0,0.00047,0.93,0.37,0.1,0.2,0,0,0.08,0.0293,0.0005
Flamed tart (thin-crusted onion tart with cream and lardoons),7870,28100,10500,3510,1830,4120,3670,2360,14.2,1350,52,0.1,0.6,19.4,0.2,102,230,537,0.8,0.026,0.008,0.0005,1.4,0.8,0.19,0.1,1.75,0.43,0.21,0.02,0.00044
"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",8300,16600,6300,2700,1200,1500,2220,1180,31.2,950,35.3,0,0.6,12.3,0,86,86.6,260,0,0.0176,0,0.00048,0.94,1.23,0.15,0.17,0,0,0.1,0.0305,0.00026
Leek tart or pie,5760,21600,14300,2340,2480,7720,4540,1440,51.1,960,95,0.06,0.6,14,0.24,110,130,381,0.66,0.0582,0.216,0.00025,1.28,0.5,0.074,0.11,0.11,0.36,0.06,0.0871,0.00045
Salmon tart,8530,21000,10500,1630,1400,6300,3000,1150,20.9,840,59.2,0.1,0.63,17.7,0.2,111,162,333,0.42,0.0499,0,0.00259,1.47,1.83,0.07,0.14,0,0,0.17,0.0201,0.00073
Riesling wine and pork pie,10200,23700,12600,2250,1200,6200,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomato tart,5170,19300,12800,4200,2900,7670,3390,590,32.6,800,21,0.05,0.77,16,0.33,64,280,318,0.28,0.0815,0.551,0,0.62,5.2,0.05,0.025,0.44,0.28,0.091,0.0409,0.000071
"Crepe or buckwheat crepe, filled with egg, ham and cheese",12700,15200,9800,1100,4500,6020,2590,760,105,1120,240,0.11,0.96,52,0.24,280,190,445,1.8,0.116,0,0.00025,0.41,0.9,0.19,0.17,1.1,0.75,0.11,0.0381,0.00104
Scallops tart,8250,24200,14500,2500,3000,5900,0,0,0,1120,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pastilla, filled with chicken (pie)",12300,14100,12200,3850,1500,1750,7500,2230,0,1500,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, lardoons onions and cheese",11200,27700,10600,3700,2200,6000,0,0,0,1100,192,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crepe or buckwheat crepe, filled with scallops",7700,15800,8000,2800,1200,2400,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savoury tart (average food),7980,22200,14900,3060,1770,7520,4910,1670,67.1,1180,89.8,0.049,0.64,17.4,0.16,123,187,464,0.7,0.0534,0,0.00098,1.36,1.39,0.11,0.13,0.64,0,0.11,0.0268,0.00031
"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",5500,18500,7700,3160,3400,2480,2160,2570,34.5,760,82,0.07,0.43,14,0.18,100,180,304,0.53,0.0254,0.005,0.00025,1.88,0.5,0.068,0.15,0.5,0.75,0.027,0.0317,0.00021
Maroilles cheese tart or maroilles cheese flamiche,14100,22100,18300,2800,2500,12800,0,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crepe or buckwheat crepe, filled with fish and/or seafood",8500,14300,12400,2400,1600,6950,0,0,0,1130,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0
Ham and mushroom pancake in cheese sauce,8600,11900,7500,2700,600,2800,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goat cheese and spinach tart,7080,22200,13600,3000,2050,7340,4140,1420,46.4,1000,79,0.05,0.77,19,0.32,98,180,393,0.56,0.069,0.893,0.00025,0.54,0.5,0.07,0.12,0.2,0.22,0.054,0.0625,0.0002
Squid and spicy tomato sauce pie,8150,30900,16000,5050,2950,2800,4210,8240,0,1550,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, tuna",10800,23300,8780,3470,2200,2970,0,0,0,990,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, kebab",9400,26600,7010,3040,1850,3500,0,0,0,1400,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, chicken",9950,27500,6680,2960,2320,3230,2300,1060,0,1160,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza with raclette or tartiflette cheese and lardoons,11800,27500,12700,2770,2400,5930,0,0,0,1550,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza, cured ham",12200,25700,9430,3470,1600,4670,3350,1070,0,1740,163,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0
"Focaccia, filled",8000,29500,8750,4250,2250,1750,0,0,0,1450,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fougasse, filled",9380,41800,12100,1590,3200,2740,7230,1200,8.9,1960,35.4,0.11,0.92,23.7,0.39,88.9,158,784,0.79,0,0.021,0,1.22,0.1,0.12,0.061,1.38,0.31,0.1,0.0168,0.000074
Toasted ham sandwich topped with grated cheese,11300,26800,12900,2140,2450,6500,4210,1440,30.8,1570,248,0.073,0.5,22.9,0.29,200,189,595,1.51,0.0445,0,0.00015,0.55,0.02,0.2,0.16,1.55,0.37,0,0.0231,0.00039
Hot-dog,10900,26300,13800,5200,1600,5180,6190,1700,34.7,1690,56,0.08,0.85,17,0.26,150,210,676,1.1,0.021,0,0.00025,1,0.5,0.11,0.051,1.37,0.4,0.068,0.0312,0.0005
"Hamburger, from fast foods restaurant",13300,28300,8440,3630,1800,2820,3640,550,29,1230,64,0.08,1.23,29.7,0.22,110,251,492,2.26,0,0.034,0.0001,0.07,0.3,0.35,0.19,4.06,0.37,0.11,0.017,0.0012
"Cheeseburger, from fast foods restaurant",13700,23100,12900,5470,1800,5070,5370,1300,25,1330,91.3,0.1,1.2,21.3,0.2,142,198,528,2.1,0.05,0.055,0.0001,0.09,0.4,0.32,0.19,3.51,0.42,0.37,0.007,0.00131
"Cheeseburger, double, from fast foods restaurant",15500,21500,16700,0,1000,6320,6510,0,48.4,1150,104,0.15,1.4,20.2,0.2,161,184,461,2.9,0.034,0,0.0005,1.35,0.9,0.089,0.15,2.99,0.35,0.2,0.0289,0.00099
"Fish burger, fast foods restaurant",12200,26700,11500,3900,1500,4920,2870,2990,26,1100,55,0.06,0.49,22,0.25,140,210,440,0.59,0.021,0,0.00081,2.83,0.5,0.049,0.01,0.63,0.33,0.066,0.0233,0.00083
